side,station_id,distance_offshore_m,bed_elevation_m,water_depth_m,source_topo_id,native_resolution_m,effective_resolution_m,valid_source_data
west,west_0300,1250,-41.084193733,41.084193733,topo-bathy.tt3,30,30,true
west,west_0300,1300,-43.4191497798,43.4191497798,topo-bathy.tt3,30,30,true
west,west_0300,1350,-45.8040828113,45.8040828113,topo-bathy.tt3,30,30,true
west,west_0300,1400,-48.2426243681,48.2426243681,topo-bathy.tt3,30,30,true
west,west_0300,1450,-50.8165876788,50.8165876788,topo-bathy.tt3,30,30,true
west,west_0300,1500,-53.5828223823,53.5828223823,topo-bathy.tt3,30,30,true
west,west_0300,1550,-56.3341915583,56.3341915583,topo-bathy.tt3,30,30,true
west,west_0300,1600,-59.1071253685,59.1071253685,topo-bathy.tt3,30,30,true
west,west_0300,1650,-61.9958878708,61.9958878708,topo-bathy.tt3,30,30,true
west,west_0300,1700,-65.0832070917,65.0832070917,topo-bathy.tt3,30,30,true
west,west_0300,1750,-68.4995209058,68.4995209058,topo-bathy.tt3,30,30,true
west,west_0300,1800,-72.0278665745,72.0278665745,topo-bathy.tt3,30,30,true
west,west_0300,1850,-75.5794333399,75.5794333399,topo-bathy.tt3,30,30,true
west,west_0300,1900,-79.2601451738,79.2601451738,topo-bathy.tt3,30,30,true
west,west_0300,1950,-83.0578406975,83.0578406975,topo-bathy.tt3,30,30,true
west,west_0300,2000,-87.2174205482,87.2174205482,topo-bathy.tt3,30,30,true
west,west_0320,0,-0.0179864590284,0.0179864590284,topo-bathy.tt3,30,30,true
west,west_0320,50,-1.63422922677,1.63422922677,topo-bathy.tt3,30,30,true
west,west_0320,100,-3.49884644128,3.49884644128,topo-bathy.tt3,30,30,true
west,west_0320,150,-5.57374852293,5.57374852293,topo-bathy.tt3,30,30,true
west,west_0320,200,-7.85616519702,7.85616519702,topo-bathy.tt3,30,30,true
west,west_0320,250,-10.3486929468,10.3486929468,topo-bathy.tt3,30,30,true
west,west_0320,300,-12.6813318464,12.6813318464,topo-bathy.tt3,30,30,true
west,west_0320,350,-14.8278850625,14.8278850625,topo-bathy.tt3,30,30,true
west,west_0320,400,-16.8750367608,16.8750367608,topo-bathy.tt3,30,30,true
west,west_0320,450,-18.777532101,18.777532101,topo-bathy.tt3,30,30,true
west,west_0320,500,-20.4932702874,20.4932702874,topo-bathy.tt3,30,30,true
west,west_0320,550,-22.0051680383,22.0051680383,topo-bathy.tt3,30,30,true
west,west_0320,600,-23.2647393263,23.2647393263,topo-bathy.tt3,30,30,true
west,west_0320,650,-24.2114730243,24.2114730243,topo-bathy.tt3,30,30,true
west,west_0320,700,-24.8741664388,24.8741664388,topo-bathy.tt3,30,30,true
west,west_0320,750,-25.3083474236,25.3083474236,topo-bathy.tt3,30,30,true
west,west_0320,800,-25.5355769285,25.5355769285,topo-bathy.tt3,30,30,true
west,west_0320,850,-25.564564526,25.564564526,topo-bathy.tt3,30,30,true
west,west_0320,900,-25.4729589095,25.4729589095,topo-bathy.tt3,30,30,true
west,west_0320,950,-25.2891405645,25.2891405645,topo-bathy.tt3,30,30,true
west,west_0320,1000,-25.0083514899,25.0083514899,topo-bathy.tt3,30,30,true
west,west_0320,1050,-24.7461908055,24.7461908055,topo-bathy.tt3,30,30,true
west,west_0320,1100,-24.6561877865,24.6561877865,topo-bathy.tt3,30,30,true
west,west_0320,1150,-24.7260530397,24.7260530397,topo-bathy.tt3,30,30,true
west,west_0320,1200,-24.9320192897,24.9320192897,topo-bathy.tt3,30,30,true
west,west_0320,1250,-25.2762159958,25.2762159958,topo-bathy.tt3,30,30,true
west,west_0320,1300,-25.7409609213,25.7409609213,topo-bathy.tt3,30,30,true
west,west_0320,1350,-26.3143697345,26.3143697345,topo-bathy.tt3,30,30,true
west,west_0320,1400,-27.0561540905,27.0561540905,topo-bathy.tt3,30,30,true
west,west_0320,1450,-28.0936213024,28.0936213024,topo-bathy.tt3,30,30,true
west,west_0320,1500,-29.3787181832,29.3787181832,topo-bathy.tt3,30,30,true
west,west_0320,1550,-30.865676262,30.865676262,topo-bathy.tt3,30,30,true
west,west_0320,1600,-32.5634148519,32.5634148519,topo-bathy.tt3,30,30,true
west,west_0320,1650,-34.4190157645,34.4190157645,topo-bathy.tt3,30,30,true
west,west_0320,1700,-36.3846412928,36.3846412928,topo-bathy.tt3,30,30,true
west,west_0320,1750,-38.4825903536,38.4825903536,topo-bathy.tt3,30,30,true
west,west_0320,1800,-40.7104679266,40.7104679266,topo-bathy.tt3,30,30,true
west,west_0320,1850,-43.1458367559,43.1458367559,topo-bathy.tt3,30,30,true
west,west_0320,1900,-45.779465409,45.779465409,topo-bathy.tt3,30,30,true
west,west_0320,1950,-48.68416814,48.68416814,topo-bathy.tt3,30,30,true
west,west_0320,2000,-51.9459986752,51.9459986752,topo-bathy.tt3,30,30,true
west,west_0340,0,-0.0406767877598,0.0406767877598,topo-bathy.tt3,30,30,true
west,west_0340,50,-1.75547295164,1.75547295164,topo-bathy.tt3,30,30,true
west,west_0340,100,-3.68904454339,3.68904454339,topo-bathy.tt3,30,30,true
west,west_0340,150,-5.8141830335,5.8141830335,topo-bathy.tt3,30,30,true
west,west_0340,200,-7.97883907225,7.97883907225,topo-bathy.tt3,30,30,true
west,west_0340,250,-10.1279615681,10.1279615681,topo-bathy.tt3,30,30,true
west,west_0340,300,-12.3546685973,12.3546685973,topo-bathy.tt3,30,30,true
west,west_0340,350,-14.6736858746,14.6736858746,topo-bathy.tt3,30,30,true
west,west_0340,400,-17.166298868,17.166298868,topo-bathy.tt3,30,30,true
west,west_0340,450,-19.8379021753,19.8379021753,topo-bathy.tt3,30,30,true
west,west_0340,500,-22.256541519,22.256541519,topo-bathy.tt3,30,30,true
west,west_0340,550,-24.3365508724,24.3365508724,topo-bathy.tt3,30,30,true
west,west_0340,600,-26.4863494184,26.4863494184,topo-bathy.tt3,30,30,true
west,west_0340,650,-28.7160240745,28.7160240745,topo-bathy.tt3,30,30,true
west,west_0340,700,-30.9965586207,30.9965586207,topo-bathy.tt3,30,30,true
west,west_0340,750,-33.1982398389,33.1982398389,topo-bathy.tt3,30,30,true
west,west_0340,800,-35.2770889729,35.2770889729,topo-bathy.tt3,30,30,true
west,west_0340,850,-37.3059738638,37.3059738638,topo-bathy.tt3,30,30,true
west,west_0340,900,-39.2765503605,39.2765503605,topo-bathy.tt3,30,30,true
west,west_0340,950,-41.2977155575,41.2977155575,topo-bathy.tt3,30,30,true
west,west_0340,1000,-43.3891864354,43.3891864354,topo-bathy.tt3,30,30,true
west,west_0340,1050,-45.5178933303,45.5178933303,topo-bathy.tt3,30,30,true
west,west_0340,1100,-47.7841400568,47.7841400568,topo-bathy.tt3,30,30,true
west,west_0340,1150,-50.217991951,50.217991951,topo-bathy.tt3,30,30,true
west,west_0340,1200,-52.848398584,52.848398584,topo-bathy.tt3,30,30,true
west,west_0340,1250,-55.7174832099,55.7174832099,topo-bathy.tt3,30,30,true
west,west_0340,1300,-58.6966207974,58.6966207974,topo-bathy.tt3,30,30,true
west,west_0340,1350,-61.7921590196,61.7921590196,topo-bathy.tt3,30,30,true
west,west_0340,1400,-65.0899610039,65.0899610039,topo-bathy.tt3,30,30,true
west,west_0340,1450,-68.6296482885,68.6296482885,topo-bathy.tt3,30,30,true
west,west_0340,1500,-72.5365273642,72.5365273642,topo-bathy.tt3,30,30,true
west,west_0340,1550,-76.7767255596,76.7767255596,topo-bathy.tt3,30,30,true
west,west_0340,1600,-81.1403536924,81.1403536924,topo-bathy.tt3,30,30,true
west,west_0340,1650,-85.8110274517,85.8110274517,topo-bathy.tt3,30,30,true
west,west_0340,1700,-90.7821480225,90.7821480225,topo-bathy.tt3,30,30,true
west,west_0340,1750,-96.1337868066,96.1337868066,topo-bathy.tt3,30,30,true
west,west_0340,1800,-101.878453868,101.878453868,topo-bathy.tt3,30,30,true
west,west_0340,1850,-107.699307362,107.699307362,topo-bathy.tt3,30,30,true
west,west_0340,1900,-113.550550759,113.550550759,topo-bathy.tt3,30,30,true
west,west_0340,1950,-119.602326381,119.602326381,topo-bathy.tt3,30,30,true
west,west_0340,2000,-125.929163446,125.929163446,topo-bathy.tt3,30,30,true
